EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Label
100244,114.648,24.385,73.694,49.635,0.647,106.225,1.149,2.638,13.41,259.427,0.771,1.408,0.0,37.271,-1.178,2.557,28.754,0.04,-1.387,24.347,-2.344,338.911,3,59.014,0.796,-0.512,46.951,1.443,1.946,193.402,b
100245,159.592,13.063,88.238,275.137,3.342,1056.395,-2.686,1.064,15.092,627.929,0.488,1.189,0.883,122.052,-0.431,2.616,59.563,-0.916,1.67,119.325,1.825,768.799,2,333.979,1.345,-1.287,112.337,-1.997,1.045,446.315,s
100246,107.392,19.776,33.155,230.029,3.483,992.085,-2.822,1.023,20.894,466.812,0.704,1.413,1.0,38.151,-0.32,0.288,26.865,0.494,0.908,168.125,0.613,555.743,2,308.917,-1.282,-2.686,92.879,2.202,-0.139,401.796,s
100247,106.026,49.785,66.761,80.68,-999.0,-999.0,-999.0,1.978,38.259,178.438,1.03,1.324,-999.0,37.939,-0.619,0.263,39.081,0.005,-1.615,37.657,-0.202,269.39,1,101.418,0.025,2.311,-999.0,-999.0,-999.0,101.418,s
100248,102.9,3.885,69.112,90.656,0.661,115.48,8.697,2.189,33.205,240.088,2.362,0.898,0.0,25.21,-1.588,-3.092,59.535,-1.403,1.01,44.032,0.934,198.739,3,65.292,-2.637,-0.873,56.255,-3.298,-3.013,155.343,s
100249,91.255,34.474,69.843,113.02,1.124,103.034,0.142,1.298,5.26,253.423,0.299,-0.086,0.961,93.451,0.42,-2.811,27.953,-0.789,3.002,20.992,1.419,374.101,2,89.113,-1.239,-0.341,42.907,-0.115,0.79,132.019,s
100250,114.803,53.183,65.016,51.02,3.384,264.003,-1.513,2.711,5.9,163.608,0.863,1.355,0.48,32.695,0.64,-1.815,28.212,-0.288,1.921,34.382,-2.315,206.692,2,71.076,-0.53,1.147,31.624,2.854,-1.133,102.7,s
100251,109.012,49.577,72.804,18.844,-999.0,-999.0,-999.0,3.025,18.844,69.124,0.951,-1.381,-999.0,35.422,2.005,-0.066,33.703,1.328,-3.014,18.701,0.446,151.242,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100252,104.286,33.361,81.6,4.946,-999.0,-999.0,-999.0,3.0,4.946,67.952,0.876,-1.414,-999.0,36.228,-0.371,-0.905,31.724,-1.684,2.681,14.009,0.856,113.293,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100253,118.371,75.54,97.136,22.799,-999.0,-999.0,-999.0,3.046,22.799,84.577,2.51,-1.403,-999.0,24.096,0.202,0.339,60.481,-1.299,2.989,28.427,-1.003,97.227,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100254,-999.0,72.374,54.448,2.864,-999.0,-999.0,-999.0,1.982,2.864,47.879,1.379,-1.261,-999.0,20.126,0.822,0.981,27.753,-1.13,0.635,47.268,-2.422,135.988,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100255,103.952,17.718,71.022,50.26,0.689,79.004,10.32,2.884,0.734,151.108,2.107,1.371,0.0,20.275,0.83,1.154,42.718,2.194,-2.588,22.032,3.109,179.513,2,55.489,2.886,0.668,32.626,3.576,-1.364,88.116,b
100256,134.409,75.664,79.937,23.339,-999.0,-999.0,-999.0,3.492,23.339,63.129,2.023,-1.414,-999.0,20.886,-1.231,-2.178,42.243,0.387,0.916,37.665,-2.871,211.566,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100257,146.186,85.26,69.326,74.072,-999.0,-999.0,-999.0,2.784,1.006,143.691,0.887,1.361,-999.0,37.368,-0.357,-2.438,33.157,-0.284,0.344,63.31,-2.047,148.772,1,73.166,3.486,1.214,-999.0,-999.0,-999.0,73.166,s
100258,119.445,24.758,84.089,88.389,-999.0,-999.0,-999.0,2.179,23.718,175.494,2.019,1.396,-999.0,27.485,0.255,-3.09,55.493,1.715,1.576,27.905,2.216,207.183,1,92.516,1.95,-1.302,-999.0,-999.0,-999.0,92.516,s
100259,141.574,15.544,102.032,44.874,3.723,295.681,-2.079,3.161,46.398,196.293,1.962,1.378,0.318,25.82,0.992,2.155,50.662,-0.814,-0.44,13.4,0.166,182.565,3,45.595,-0.684,0.448,43.81,3.039,-2.702,119.812,s
100260,196.37,47.744,139.469,49.457,-999.0,-999.0,-999.0,3.599,3.657,149.583,0.513,1.41,-999.0,66.642,0.118,-2.498,34.187,-1.736,0.7,17.296,-2.825,257.403,1,48.753,0.38,0.565,-999.0,-999.0,-999.0,48.753,b
100261,90.166,5.481,63.54,1.256,-999.0,-999.0,-999.0,3.012,1.256,64.857,0.675,-1.364,-999.0,38.726,-2.411,2.911,26.131,-2.345,-0.1,12.798,-0.401,74.045,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100262,129.415,53.016,86.34,39.797,-999.0,-999.0,-999.0,3.031,39.797,85.787,0.587,-1.414,-999.0,54.06,2.052,-1.697,31.727,1.449,1.274,38.698,2.99,112.402,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100263,148.063,67.008,115.9,34.345,2.455,193.902,-1.357,3.008,52.45,246.058,1.802,-0.65,0.175,21.279,-1.637,-1.852,38.339,1.234,-2.751,29.951,0.09,248.261,3,72.993,-1.614,2.776,39.927,0.841,0.688,186.44,b
100264,112.619,43.113,75.069,46.983,-999.0,-999.0,-999.0,2.747,6.202,129.841,0.562,1.335,-999.0,49.357,-1.072,1.233,27.73,-1.628,-1.458,19.809,0.877,167.779,1,52.754,2.736,-2.371,-999.0,-999.0,-999.0,52.754,s
100265,114.759,69.795,95.566,4.597,-999.0,-999.0,-999.0,2.565,4.597,98.028,1.23,-1.412,-999.0,43.964,-0.199,-0.163,54.064,-0.655,2.361,30.936,-1.877,113.607,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100266,160.303,63.5,130.661,31.728,-999.0,-999.0,-999.0,3.426,1.9,112.651,0.676,-1.411,-999.0,47.682,0.314,2.592,32.226,-1.914,-1.089,41.82,1.001,141.972,1,32.743,-3.219,-1.422,-999.0,-999.0,-999.0,32.743,b
100267,218.194,111.502,168.771,53.271,-999.0,-999.0,-999.0,3.058,53.271,156.801,1.206,1.41,-999.0,71.081,0.129,-0.528,85.72,0.949,2.809,46.465,-1.308,245.88,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100268,-999.0,81.67,27.308,2.126,-999.0,-999.0,-999.0,0.937,2.126,58.64,1.167,-1.414,-999.0,27.055,1.511,-1.886,31.585,2.135,-2.585,54.524,0.915,46.87,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100269,99.441,12.307,68.759,58.37,-999.0,-999.0,-999.0,2.824,21.089,145.311,2.282,1.348,-999.0,22.62,-0.812,-0.089,51.627,-1.216,2.706,27.116,2.376,206.689,1,71.064,1.842,-0.459,-999.0,-999.0,-999.0,71.064,s
100270,72.52,6.434,51.463,21.628,-999.0,-999.0,-999.0,2.792,21.628,52.542,1.567,1.369,-999.0,20.469,1.547,-0.383,32.073,1.961,2.378,6.524,1.93,184.684,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100271,119.729,23.952,87.697,114.87,-999.0,-999.0,-999.0,1.736,13.257,203.494,1.51,1.412,-999.0,39.898,-0.705,0.589,60.253,-2.055,-0.502,28.884,0.08,345.657,1,103.342,-2.205,3.042,-999.0,-999.0,-999.0,103.342,s
100272,-999.0,158.871,100.936,3.395,-999.0,-999.0,-999.0,1.526,3.395,125.015,0.776,-1.413,-999.0,70.384,0.798,-2.465,54.631,2.188,-1.834,118.663,0.979,103.183,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100273,103.741,17.604,59.317,86.228,-999.0,-999.0,-999.0,2.067,32.19,123.408,1.214,1.296,-999.0,30.815,-0.083,0.331,37.408,-0.497,2.356,51.88,1.954,189.676,1,55.184,2.232,-1.253,-999.0,-999.0,-999.0,55.184,s
100274,63.467,33.514,34.928,104.363,3.33,388.324,-2.692,1.25,2.523,233.916,1.52,1.377,0.427,23.966,-1.573,-1.436,36.44,-1.252,-0.228,55.348,-0.993,262.6,2,136.8,-1.381,2.383,36.71,1.949,-0.484,173.51,b
100275,64.723,76.914,55.091,1.777,-999.0,-999.0,-999.0,2.255,1.777,65.649,2.215,-1.333,-999.0,20.42,-0.648,1.516,45.229,-0.819,-0.733,34.72,2.896,77.798,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100276,-999.0,63.975,92.267,3.615,-999.0,-999.0,-999.0,2.819,3.615,55.544,1.1,-1.405,-999.0,26.449,2.153,1.331,29.095,-0.264,2.781,38.84,-0.986,112.057,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100277,140.133,63.278,92.949,22.716,-999.0,-999.0,-999.0,2.903,30.909,123.007,1.097,1.121,-999.0,44.096,0.242,-2.116,48.358,0.583,1.284,21.164,-2.154,202.77,1,30.552,2.779,-0.801,-999.0,-999.0,-999.0,30.552,b
100278,128.884,110.247,103.608,45.158,-999.0,-999.0,-999.0,2.444,15.659,156.759,3.252,-1.256,-999.0,29.483,-0.814,0.684,95.871,-0.222,-1.688,32.321,1.733,165.946,1,31.405,0.045,1.913,-999.0,-999.0,-999.0,31.405,b
100279,109.581,12.847,79.47,16.483,-999.0,-999.0,-999.0,2.969,21.683,106.847,0.909,1.411,-999.0,36.154,-1.314,2.139,32.853,-2.463,-1.407,2.263,-3.088,111.329,1,37.84,-2.824,-0.025,-999.0,-999.0,-999.0,37.84,s
100280,109.909,31.504,68.59,120.18,2.678,153.461,-1.616,1.641,43.918,175.259,1.128,1.406,0.998,42.057,-1.209,-1.322,47.434,-0.477,0.147,53.692,-0.488,221.489,2,43.987,-1.759,2.242,41.781,0.919,2.499,85.768,s
100281,146.231,39.346,118.031,4.479,-999.0,-999.0,-999.0,3.03,4.479,100.896,0.977,-1.414,-999.0,51.039,0.653,1.0,49.857,-0.539,-1.786,13.455,2.772,123.822,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100282,102.321,34.501,68.191,48.128,-999.0,-999.0,-999.0,3.117,8.921,94.844,1.114,1.413,-999.0,24.12,-0.473,-0.335,26.865,-2.125,-2.978,35.297,-1.789,172.952,1,43.859,0.228,1.503,-999.0,-999.0,-999.0,43.859,b
100283,90.601,57.611,64.349,18.165,-999.0,-999.0,-999.0,3.107,24.664,96.763,1.575,-1.414,-999.0,24.99,1.425,2.939,39.35,1.883,-0.134,25.719,-2.399,125.593,1,32.423,2.971,2.18,-999.0,-999.0,-999.0,32.423,b
100284,99.475,11.191,60.289,123.945,0.033,30.562,0.103,1.375,29.68,197.352,0.718,1.223,0.0,55.906,-0.489,2.877,40.168,-0.654,-2.042,53.846,-2.283,281.54,2,70.734,-0.338,0.583,30.544,-0.305,-0.025,101.278,b
100285,113.008,7.989,84.479,75.256,-999.0,-999.0,-999.0,2.215,5.378,155.93,2.319,0.7,-999.0,25.916,0.988,2.726,60.108,-0.407,-1.837,16.399,-1.582,235.135,1,69.905,-2.42,1.023,-999.0,-999.0,-999.0,69.905,s
100286,124.75,19.515,96.646,84.298,-999.0,-999.0,-999.0,2.395,22.988,209.586,3.054,1.358,-999.0,26.241,0.282,-2.512,80.129,1.406,1.656,14.457,2.238,204.488,1,103.217,1.053,-1.257,-999.0,-999.0,-999.0,103.217,s
100287,18.614,104.884,15.073,139.622,0.885,88.122,2.916,0.267,11.362,311.058,5.725,-0.044,0.968,23.246,1.582,0.13,133.082,1.844,0.185,23.854,2.578,212.458,2,91.241,1.322,-2.519,63.49,2.206,3.105,154.73,b
100288,96.679,44.003,70.497,60.201,-999.0,-999.0,-999.0,2.463,48.372,122.898,2.338,-0.978,-999.0,20.554,-1.734,2.085,48.064,-0.396,0.017,39.773,-1.038,199.825,1,54.281,-1.418,-2.536,-999.0,-999.0,-999.0,54.281,s
100289,-999.0,76.254,51.567,29.376,-999.0,-999.0,-999.0,1.763,29.376,64.868,1.063,-1.106,-999.0,31.451,-1.84,-2.348,33.417,-1.268,2.268,43.641,-0.76,133.007,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100290,102.686,74.516,83.383,23.143,-999.0,-999.0,-999.0,2.392,23.143,74.882,1.45,-1.169,-999.0,30.566,-1.509,3.043,44.316,-0.066,1.136,31.605,-1.817,214.828,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100291,80.256,75.955,65.577,12.993,-999.0,-999.0,-999.0,2.296,12.993,68.847,2.216,-1.257,-999.0,21.406,0.541,0.567,47.441,1.661,2.571,31.208,-0.893,157.184,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100292,-999.0,56.121,55.569,2.79,-999.0,-999.0,-999.0,2.138,2.79,57.015,0.911,-1.414,-999.0,29.84,0.987,1.91,27.175,-0.08,-2.521,36.311,-0.312,83.822,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100293,-999.0,95.014,33.263,3.094,-999.0,-999.0,-999.0,1.117,3.094,63.336,1.937,-1.361,-999.0,21.568,-1.086,1.767,41.768,-0.369,2.624,55.269,-0.818,120.039,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100294,90.925,6.6,57.152,35.935,-999.0,-999.0,-999.0,2.701,7.204,101.601,1.152,1.285,-999.0,27.214,1.934,0.458,31.364,2.072,-3.128,25.25,2.92,137.314,1,43.023,-0.502,-0.464,-999.0,-999.0,-999.0,43.023,s
100295,131.087,25.25,85.624,82.271,0.334,77.456,0.151,2.151,29.478,181.464,0.885,1.387,0.0,47.908,0.321,2.731,42.378,1.219,0.776,33.005,1.465,227.234,2,51.466,-0.589,-2.223,39.712,-0.256,-0.293,91.177,s
100296,126.883,74.961,61.247,151.523,5.879,1325.068,-8.079,1.48,20.057,249.828,1.322,1.218,0.743,38.822,-0.418,-2.45,51.318,-0.854,2.418,89.142,-2.69,249.02,2,117.972,3.689,0.381,41.717,-2.19,-0.835,159.688,s
100297,125.646,39.399,96.666,37.617,-999.0,-999.0,-999.0,2.462,1.313,138.2,1.444,-1.328,-999.0,40.622,1.513,0.801,58.661,2.203,-3.119,19.82,-1.887,121.371,1,38.917,1.48,-0.236,-999.0,-999.0,-999.0,38.917,s
100298,77.415,38.665,59.549,1.056,-999.0,-999.0,-999.0,2.736,1.056,60.5,1.253,-1.404,-999.0,26.853,-0.875,-0.821,33.647,-1.189,1.896,13.379,-2.095,99.297,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100299,-999.0,62.898,82.669,4.11,-999.0,-999.0,-999.0,2.78,4.11,52.825,1.454,-1.406,-999.0,21.523,0.287,-2.685,31.302,-2.025,2.055,35.402,-0.419,104.817,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100300,148.436,43.251,118.888,30.788,-999.0,-999.0,-999.0,2.917,30.788,83.503,1.313,-1.325,-999.0,36.108,-0.25,-1.192,47.395,1.692,0.984,22.872,2.418,103.101,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100301,139.057,75.401,107.797,35.663,-999.0,-999.0,-999.0,3.085,2.753,143.467,2.741,-1.407,-999.0,28.208,0.724,0.006,77.329,1.846,2.879,21.474,-1.041,99.386,1,37.93,2.542,-0.09,-999.0,-999.0,-999.0,37.93,b
100302,105.183,52.973,75.095,117.176,1.546,103.296,2.658,1.723,2.99,228.056,0.347,0.64,0.111,80.652,-1.323,-2.137,28.019,-0.658,-0.548,37.746,-2.451,270.33,2,67.706,-1.031,1.012,51.68,-2.577,1.265,119.386,b
100303,162.246,34.05,108.541,49.507,-999.0,-999.0,-999.0,3.145,2.658,142.949,0.494,1.414,-999.0,61.558,0.632,1.874,30.417,-0.794,-0.928,24.098,0.432,174.638,1,50.974,2.051,-1.981,-999.0,-999.0,-999.0,50.974,s
100304,83.93,15.89,53.091,46.504,0.829,92.345,-0.002,2.339,46.457,138.612,1.143,1.372,0.0,25.18,-1.747,-1.733,28.77,-0.913,2.365,22.075,3.007,267.216,2,45.599,0.827,-2.341,39.063,-0.002,0.449,84.662,b
100305,63.293,63.185,53.405,42.552,-999.0,-999.0,-999.0,1.594,42.552,68.236,1.645,-0.885,-999.0,25.802,-1.25,-1.548,42.433,-2.427,-2.623,33.992,1.695,170.964,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100306,143.269,11.788,92.865,103.292,4.098,575.965,-3.336,2.039,3.308,287.725,1.379,0.731,0.752,46.397,1.947,2.942,63.965,2.023,0.905,56.71,0.709,354.549,2,138.876,-1.12,-2.112,38.487,2.978,0.534,177.363,s
100307,106.869,17.938,55.728,120.847,-999.0,-999.0,-999.0,1.583,17.439,188.668,0.844,1.288,-999.0,42.556,1.671,-1.946,35.926,1.795,2.759,69.392,3.12,242.408,1,110.186,2.431,0.325,-999.0,-999.0,-999.0,110.186,b
100308,125.345,4.9,81.668,74.405,-999.0,-999.0,-999.0,2.259,2.939,154.649,0.987,1.123,-999.0,39.936,0.22,1.562,39.408,-0.948,-2.789,36.424,-2.918,244.634,1,75.305,-1.138,-0.21,-999.0,-999.0,-999.0,75.305,b
100309,116.256,63.436,74.292,4.236,-999.0,-999.0,-999.0,3.072,4.236,72.252,1.654,-1.335,-999.0,27.221,0.992,2.417,45.031,1.7,-0.877,22.448,2.126,59.815,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100310,121.261,66.777,69.124,31.727,-999.0,-999.0,-999.0,2.977,31.727,74.642,2.202,1.412,-999.0,23.312,0.3,-2.447,51.33,0.161,0.863,28.76,2.969,152.117,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100311,87.604,28.921,49.189,139.196,1.325,175.466,-0.37,1.4,39.423,308.182,2.056,1.413,0.946,24.557,-1.071,0.297,50.493,-0.106,-0.717,72.861,-0.235,347.682,3,144.005,-0.925,2.879,47.204,0.4,1.11,233.132,s
100312,97.65,6.325,71.418,94.997,-999.0,-999.0,-999.0,1.58,29.169,161.427,0.575,0.695,-999.0,57.436,-0.054,-0.93,33.031,-1.346,-1.84,18.146,-2.099,225.785,1,70.96,1.44,1.543,-999.0,-999.0,-999.0,70.96,s
100313,172.079,102.105,85.467,74.203,3.602,450.124,-2.435,2.756,50.079,232.352,1.308,1.373,0.574,37.082,0.929,-1.416,48.515,0.443,2.155,67.487,-1.924,342.572,2,85.601,0.902,0.945,61.154,-2.701,-1.868,146.755,b
100314,264.828,2.922,154.438,90.181,0.29,86.706,2.408,3.04,7.666,225.965,0.376,1.084,0.0,72.331,-1.821,-2.55,27.183,0.629,1.935,40.781,2.022,247.4,2,90.764,-1.704,0.203,35.686,-1.414,-1.439,126.451,b
100315,106.933,23.112,74.972,30.139,-999.0,-999.0,-999.0,2.727,8.67,116.285,1.45,1.413,-999.0,31.785,1.403,-1.028,46.089,1.324,1.698,9.69,0.541,167.546,1,38.411,0.862,-2.324,-999.0,-999.0,-999.0,38.411,b
100316,94.233,40.107,65.852,45.725,-999.0,-999.0,-999.0,2.99,2.528,113.899,1.877,1.414,-999.0,23.663,-0.727,-0.601,44.419,-0.335,2.718,29.946,-2.4,96.87,1,45.817,-2.858,0.398,-999.0,-999.0,-999.0,45.817,s
100317,157.949,85.08,123.101,48.642,-999.0,-999.0,-999.0,3.167,15.462,143.637,0.772,-1.411,-999.0,55.669,1.886,2.419,43.002,0.453,-0.405,54.328,-2.558,271.281,1,44.965,1.977,-0.113,-999.0,-999.0,-999.0,44.965,b
100318,114.36,30.023,90.732,21.152,-999.0,-999.0,-999.0,2.809,21.152,84.345,1.478,-1.408,-999.0,34.034,0.564,-2.56,50.311,1.554,1.094,5.737,-1.072,142.452,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100319,99.569,10.435,81.431,435.695,1.407,451.641,0.514,0.527,32.233,1062.665,0.197,1.414,0.0,352.608,1.21,-2.588,69.328,1.138,-2.066,21.836,-2.335,1069.999,3,406.435,-0.301,0.405,132.52,-1.708,1.67,640.728,b
100320,94.85,43.048,63.079,29.63,0.039,213.357,0.356,2.781,2.258,276.262,1.09,1.401,0.0,30.222,1.76,0.916,32.949,2.133,-1.84,19.87,0.159,335.909,2,106.566,0.577,1.486,106.525,0.616,-1.941,213.091,b
100321,97.881,11.288,71.38,24.372,-999.0,-999.0,-999.0,3.09,24.372,69.508,1.031,-1.404,-999.0,34.229,-1.814,-2.111,35.279,-2.285,1.119,24.201,0.73,113.386,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100322,128.701,10.607,81.955,158.934,5.865,1270.326,-8.023,1.441,27.316,335.514,1.018,1.169,0.999,58.825,-0.128,-0.826,59.898,-0.846,-2.075,66.576,-1.907,333.274,3,108.072,2.173,1.671,42.602,-3.691,1.667,216.791,s
100323,-999.0,60.117,42.002,2.538,-999.0,-999.0,-999.0,1.707,2.538,54.744,1.0,-1.414,-999.0,27.37,1.194,1.099,27.374,0.756,-0.55,39.609,-2.851,93.473,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100324,82.775,22.155,62.127,1.007,-999.0,-999.0,-999.0,2.972,1.007,60.189,1.063,-1.414,-999.0,29.177,0.765,2.658,31.012,1.317,-0.261,5.921,-2.175,51.213,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100325,90.584,9.268,53.234,0.531,-999.0,-999.0,-999.0,3.093,0.531,52.845,0.986,-1.414,-999.0,26.605,-0.231,2.858,26.24,-0.472,-0.226,2.099,-1.574,43.843,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100326,192.323,68.182,151.7,17.151,-999.0,-999.0,-999.0,2.708,17.151,154.695,0.9,-1.413,-999.0,81.431,-1.325,-0.434,73.264,-1.102,-3.133,22.549,1.16,271.571,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100327,110.875,41.68,64.316,73.225,2.068,346.26,-1.067,2.353,40.724,340.4,1.069,-0.945,0.291,32.44,-1.807,-1.044,34.689,-1.196,1.229,77.105,2.058,324.353,3,155.923,0.986,-0.658,78.908,-1.082,3.086,273.272,b
100328,-999.0,101.979,114.931,4.647,-999.0,-999.0,-999.0,2.167,54.795,186.994,0.949,-1.411,-999.0,66.685,-1.764,2.781,63.305,-1.856,-1.337,60.614,0.597,196.872,1,57.005,2.573,1.077,-999.0,-999.0,-999.0,57.005,s
100329,102.043,46.441,56.165,79.045,1.43,163.757,0.228,2.27,27.002,216.291,1.295,1.414,0.945,26.906,-1.028,1.908,34.844,-0.69,-0.337,52.097,0.816,312.364,2,104.097,-0.145,-2.036,50.443,-1.575,2.441,154.54,s
100330,-999.0,83.379,40.249,33.631,-999.0,-999.0,-999.0,1.093,33.631,78.808,0.657,-1.162,-999.0,47.549,-1.342,0.357,31.259,-1.118,1.426,55.894,-1.86,147.663,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100331,-999.0,163.845,79.83,27.628,-999.0,-999.0,-999.0,2.04,27.628,97.198,2.996,-1.089,-999.0,24.325,-0.223,-3.083,72.873,-1.297,-1.349,92.299,1.699,208.981,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100332,120.988,30.019,83.924,23.862,-999.0,-999.0,-999.0,2.584,23.862,78.533,0.683,-1.103,-999.0,46.656,-0.141,0.439,31.877,0.964,-1.897,38.095,-2.787,112.026,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100333,95.291,46.644,57.742,2.9,-999.0,-999.0,-999.0,3.175,2.9,54.42,1.657,-1.164,-999.0,20.484,-1.004,2.12,33.937,-0.136,-0.934,16.029,2.227,116.649,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100334,93.548,9.499,68.26,27.538,-999.0,-999.0,-999.0,2.697,27.538,69.688,1.28,-0.771,-999.0,30.563,-0.725,0.384,39.125,-0.399,-2.293,15.773,-2.678,120.013,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100335,96.578,13.216,68.505,1.728,-999.0,-999.0,-999.0,3.031,1.728,67.264,0.832,-1.412,-999.0,36.717,0.523,-0.856,30.547,0.075,2.142,6.957,3.083,75.259,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100336,109.223,103.0,74.376,23.642,-999.0,-999.0,-999.0,2.946,23.642,82.83,2.746,1.334,-999.0,22.111,0.871,-2.988,60.719,1.274,-0.07,45.662,-2.792,232.292,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100337,235.051,73.745,116.246,60.977,-999.0,-999.0,-999.0,3.922,0.224,120.072,0.881,1.396,-999.0,31.528,-1.654,-1.817,27.785,0.94,1.525,54.611,-2.274,122.211,1,60.759,-2.72,0.817,-999.0,-999.0,-999.0,60.759,b
100338,82.6,28.334,61.884,2.066,-999.0,-999.0,-999.0,2.899,2.066,62.029,1.089,-1.409,-999.0,29.695,0.836,2.471,32.334,1.053,-0.42,7.543,-2.693,86.68,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100339,101.892,4.491,74.266,210.224,1.895,341.207,-0.04,1.047,105.592,604.719,0.199,0.763,0.186,156.023,-0.581,-1.823,31.004,0.302,-1.261,32.286,-1.119,658.406,3,162.554,0.021,1.532,109.038,-1.874,0.105,417.692,s
100340,130.516,9.963,61.25,201.549,-999.0,-999.0,-999.0,1.283,1.759,292.299,0.601,0.957,-999.0,57.66,0.303,-1.411,34.664,-0.97,-1.256,109.591,-1.418,309.702,1,199.976,0.595,1.757,-999.0,-999.0,-999.0,199.976,s
100341,172.846,12.308,122.116,0.686,-999.0,-999.0,-999.0,3.022,0.686,124.454,0.689,-1.388,-999.0,73.685,0.2,0.323,50.769,0.22,-2.698,23.502,-3.056,130.908,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100342,81.9,65.285,62.872,14.895,1.321,116.742,0.487,1.96,27.253,174.291,1.24,-1.397,0.994,32.264,1.759,1.854,40.001,1.012,-2.618,30.282,-0.184,380.894,2,70.75,1.621,0.173,31.277,0.3,-2.855,102.027,b
100343,94.939,48.136,78.86,1.773,-999.0,-999.0,-999.0,3.009,1.773,62.418,1.394,-1.402,-999.0,26.075,0.815,2.313,36.343,2.35,-0.275,19.267,-2.56,68.76,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100344,111.358,16.334,69.389,45.549,-999.0,-999.0,-999.0,2.475,45.549,63.541,0.917,-0.003,-999.0,33.149,-1.983,1.28,30.391,-0.765,-2.849,36.645,-2.354,258.566,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100345,136.16,50.932,93.738,0.971,-999.0,-999.0,-999.0,3.228,0.971,88.263,1.314,-1.406,-999.0,38.147,-0.198,-1.002,50.116,0.555,2.138,12.941,-1.014,89.25,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
