EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,Label
100316,94.233,40.107,65.852,45.725,-999.0,-999.0,-999.0,2.99,2.528,s
100317,157.949,85.08,123.101,48.642,-999.0,-999.0,-999.0,3.167,15.462,b
100318,114.36,30.023,90.732,21.152,-999.0,-999.0,-999.0,2.809,21.152,s
100319,99.569,10.435,81.431,435.695,1.407,451.641,0.514,0.527,32.233,b
100320,94.85,43.048,63.079,29.63,0.039,213.357,0.356,2.781,2.258,b
100321,97.881,11.288,71.38,24.372,-999.0,-999.0,-999.0,3.09,24.372,s
100322,128.701,10.607,81.955,158.934,5.865,1270.326,-8.023,1.441,27.316,s
100323,-999.0,60.117,42.002,2.538,-999.0,-999.0,-999.0,1.707,2.538,b
100324,82.775,22.155,62.127,1.007,-999.0,-999.0,-999.0,2.972,1.007,b
100325,90.584,9.268,53.234,0.531,-999.0,-999.0,-999.0,3.093,0.531,b
100326,192.323,68.182,151.7,17.151,-999.0,-999.0,-999.0,2.708,17.151,b
100327,110.875,41.68,64.316,73.225,2.068,346.26,-1.067,2.353,40.724,b
100328,-999.0,101.979,114.931,4.647,-999.0,-999.0,-999.0,2.167,54.795,s
100329,102.043,46.441,56.165,79.045,1.43,163.757,0.228,2.27,27.002,s
100330,-999.0,83.379,40.249,33.631,-999.0,-999.0,-999.0,1.093,33.631,b
100331,-999.0,163.845,79.83,27.628,-999.0,-999.0,-999.0,2.04,27.628,b
100332,120.988,30.019,83.924,23.862,-999.0,-999.0,-999.0,2.584,23.862,s
100333,95.291,46.644,57.742,2.9,-999.0,-999.0,-999.0,3.175,2.9,b
100334,93.548,9.499,68.26,27.538,-999.0,-999.0,-999.0,2.697,27.538,b
100335,96.578,13.216,68.505,1.728,-999.0,-999.0,-999.0,3.031,1.728,s
100336,109.223,103.0,74.376,23.642,-999.0,-999.0,-999.0,2.946,23.642,b
100337,235.051,73.745,116.246,60.977,-999.0,-999.0,-999.0,3.922,0.224,b
100338,82.6,28.334,61.884,2.066,-999.0,-999.0,-999.0,2.899,2.066,b
100339,101.892,4.491,74.266,210.224,1.895,341.207,-0.04,1.047,105.592,s
100340,130.516,9.963,61.25,201.549,-999.0,-999.0,-999.0,1.283,1.759,s
100341,172.846,12.308,122.116,0.686,-999.0,-999.0,-999.0,3.022,0.686,s
100342,81.9,65.285,62.872,14.895,1.321,116.742,0.487,1.96,27.253,b
100343,94.939,48.136,78.86,1.773,-999.0,-999.0,-999.0,3.009,1.773,b
100344,111.358,16.334,69.389,45.549,-999.0,-999.0,-999.0,2.475,45.549,b
100345,136.16,50.932,93.738,0.971,-999.0,-999.0,-999.0,3.228,0.971,s
100346,-999.0,65.461,77.352,0.547,-999.0,-999.0,-999.0,2.552,0.547,b
100347,104.64,71.441,72.174,0.077,-999.0,-999.0,-999.0,2.73,0.077,s
100348,103.295,41.007,84.784,26.987,-999.0,-999.0,-999.0,2.412,26.987,b
100349,67.425,44.316,53.599,0.838,-999.0,-999.0,-999.0,2.633,0.838,b
100350,-999.0,86.317,73.988,0.555,-999.0,-999.0,-999.0,2.532,0.555,b
100351,173.952,40.818,123.2,8.81,4.641,431.14,-5.381,3.385,36.152,b
100352,73.045,48.005,43.578,144.614,3.425,346.612,-1.545,1.053,51.592,b
100353,92.503,25.976,65.617,32.744,-999.0,-999.0,-999.0,2.408,24.902,b
100354,171.503,13.451,98.65,66.896,-999.0,-999.0,-999.0,2.563,7.693,s
100355,-999.0,88.716,86.763,35.713,-999.0,-999.0,-999.0,2.343,35.091,b
100356,271.049,108.273,198.046,28.46,-999.0,-999.0,-999.0,3.739,28.46,b
100357,101.209,17.212,78.806,59.027,-999.0,-999.0,-999.0,2.032,1.291,b
100358,-999.0,83.245,33.679,0.757,-999.0,-999.0,-999.0,1.127,0.757,b
100359,123.084,58.017,76.298,30.579,-999.0,-999.0,-999.0,2.853,12.161,s
100360,-999.0,75.635,13.026,79.225,-999.0,-999.0,-999.0,0.474,30.122,b
100361,118.548,63.69,83.201,1.605,-999.0,-999.0,-999.0,3.341,1.605,b
100362,75.359,57.392,61.056,11.612,-999.0,-999.0,-999.0,2.06,11.612,b
100363,55.982,75.055,50.531,24.225,-999.0,-999.0,-999.0,2.062,25.711,b
100364,109.678,5.667,58.808,92.588,-999.0,-999.0,-999.0,2.416,27.883,s
100365,149.794,0.221,104.967,71.236,-999.0,-999.0,-999.0,2.164,35.655,s
100366,94.814,12.303,64.346,68.485,-999.0,-999.0,-999.0,2.453,2.483,s
100367,191.758,4.363,127.846,97.149,2.392,278.465,-0.512,2.44,24.424,b
100368,92.945,12.796,69.182,128.607,3.805,842.146,-3.078,1.273,33.609,b
100369,66.287,10.627,50.341,65.676,-999.0,-999.0,-999.0,1.566,65.676,s
100370,81.861,44.626,52.69,24.399,-999.0,-999.0,-999.0,2.483,24.399,b
100371,106.699,20.778,78.834,21.736,-999.0,-999.0,-999.0,2.498,21.736,s
100372,133.594,66.06,101.26,13.499,0.313,104.836,5.894,2.607,9.843,b
100373,130.417,81.957,77.468,12.876,-999.0,-999.0,-999.0,3.188,12.876,b
100374,88.21,22.962,62.544,36.649,-999.0,-999.0,-999.0,2.535,36.512,b
100375,120.644,31.335,85.816,259.549,-999.0,-999.0,-999.0,0.908,48.202,s
100376,133.178,34.816,83.263,20.445,-999.0,-999.0,-999.0,2.304,20.445,s
100377,125.75,9.241,65.106,88.021,0.465,89.542,-0.046,1.974,23.957,s
100378,116.742,9.809,81.766,118.019,-999.0,-999.0,-999.0,1.799,28.246,s
100379,-999.0,66.961,57.687,1.615,-999.0,-999.0,-999.0,2.109,1.615,b
100380,231.308,62.544,177.329,1.547,-999.0,-999.0,-999.0,3.964,1.547,b
100381,165.328,63.613,96.864,23.427,-999.0,-999.0,-999.0,3.628,23.427,s
100382,-999.0,95.245,62.337,34.372,-999.0,-999.0,-999.0,2.059,40.094,b
100383,70.582,12.478,43.687,77.321,4.77,589.691,-5.524,1.546,39.166,b
100384,221.849,89.682,188.908,34.451,-999.0,-999.0,-999.0,3.148,9.825,b
100385,91.675,51.258,65.767,7.537,2.56,132.116,1.098,3.101,4.627,b
100386,138.817,52.853,105.093,50.353,-999.0,-999.0,-999.0,2.975,29.54,b
100387,97.289,20.061,63.15,56.342,0.346,188.257,0.42,2.279,4.134,b
100388,86.801,8.065,60.626,21.851,-999.0,-999.0,-999.0,2.894,21.851,b
100389,-999.0,74.707,51.065,1.122,-999.0,-999.0,-999.0,1.864,1.122,b
100390,96.872,49.051,66.334,12.276,-999.0,-999.0,-999.0,2.81,12.276,b
100391,203.306,61.966,172.312,1.446,-999.0,-999.0,-999.0,4.2,1.446,b
100392,99.658,56.075,62.262,25.888,-999.0,-999.0,-999.0,3.292,25.888,b
100393,85.798,25.145,56.916,8.677,-999.0,-999.0,-999.0,3.084,8.677,s
100394,-999.0,102.487,131.878,3.508,-999.0,-999.0,-999.0,2.441,3.508,b
100395,148.631,20.497,103.881,64.576,-999.0,-999.0,-999.0,2.623,24.5,s
100396,346.264,7.368,249.148,54.98,-999.0,-999.0,-999.0,4.372,4.052,b
100397,-999.0,78.504,81.141,2.338,-999.0,-999.0,-999.0,2.163,2.338,b
100398,133.035,48.038,90.608,76.188,3.705,356.622,-2.872,2.298,10.095,s
100399,102.732,22.504,67.988,56.704,5.483,970.242,-7.119,2.212,0.779,s
100400,133.388,7.57,88.306,35.453,-999.0,-999.0,-999.0,3.015,0.618,s
100401,146.12,33.683,115.238,2.801,-999.0,-999.0,-999.0,3.394,2.801,b
100402,131.282,32.027,99.026,24.279,-999.0,-999.0,-999.0,3.005,24.279,b
100403,121.578,53.811,93.085,22.285,-999.0,-999.0,-999.0,3.91,22.285,b
100404,-999.0,81.021,24.592,3.292,-999.0,-999.0,-999.0,0.837,3.292,b
100405,83.636,78.599,54.993,31.757,-999.0,-999.0,-999.0,2.89,31.757,b
100406,88.05,36.54,65.368,67.852,1.532,95.661,-0.525,2.049,37.931,b
100407,130.914,97.142,115.017,41.74,-999.0,-999.0,-999.0,2.505,1.838,b
100408,106.103,33.23,74.357,61.847,-999.0,-999.0,-999.0,2.176,7.536,s
100409,-999.0,64.436,57.533,21.103,-999.0,-999.0,-999.0,1.743,21.103,b
100410,127.085,39.387,92.034,2.061,-999.0,-999.0,-999.0,3.147,2.061,s
100411,105.975,46.191,78.445,22.517,-999.0,-999.0,-999.0,2.957,22.517,b
100412,78.38,37.234,57.787,14.533,-999.0,-999.0,-999.0,2.463,14.533,b
100413,134.066,24.363,107.423,318.463,0.325,231.45,-0.012,0.807,66.995,s
100414,123.448,2.079,46.031,470.862,-999.0,-999.0,-999.0,0.532,19.0,s
100415,57.574,66.871,44.694,31.082,-999.0,-999.0,-999.0,1.868,31.082,b
100416,66.179,51.398,55.408,0.907,-999.0,-999.0,-999.0,2.338,0.907,b
100417,52.871,36.805,42.564,17.382,-999.0,-999.0,-999.0,1.979,17.382,b
100418,118.852,54.296,72.793,35.185,-999.0,-999.0,-999.0,3.257,20.213,s
100419,135.244,63.894,97.088,86.587,-999.0,-999.0,-999.0,2.113,25.827,s
100420,118.486,17.884,83.066,57.327,-999.0,-999.0,-999.0,2.046,4.406,s
100421,123.411,76.28,80.629,99.035,-999.0,-999.0,-999.0,1.794,22.594,s
100422,123.479,46.409,84.669,246.724,2.27,466.064,-1.147,1.34,20.705,s
100423,90.031,41.927,41.931,378.767,2.799,858.454,-1.458,0.507,110.841,b
100424,74.996,47.691,65.012,1.616,-999.0,-999.0,-999.0,2.447,1.616,b
100425,-999.0,84.919,37.369,161.266,-999.0,-999.0,-999.0,0.932,10.744,b
100426,127.452,43.625,96.352,2.502,-999.0,-999.0,-999.0,3.126,2.502,s
100427,88.524,46.364,63.252,81.163,-999.0,-999.0,-999.0,2.018,19.58,b
100428,122.372,34.119,51.59,116.989,2.806,416.397,-1.72,2.749,16.738,b
100429,78.025,16.874,36.462,208.097,1.953,526.065,-0.859,1.062,27.765,b
100430,82.877,25.264,62.621,37.06,-999.0,-999.0,-999.0,2.322,29.661,b
100431,124.682,1.135,79.44,43.331,-999.0,-999.0,-999.0,2.571,6.619,b
100432,100.643,43.056,69.983,81.883,2.011,116.322,-0.868,1.918,2.013,b
100433,119.332,87.152,72.076,3.014,-999.0,-999.0,-999.0,2.743,3.014,b
100434,-999.0,93.254,47.951,1.366,-999.0,-999.0,-999.0,1.523,44.029,b
100435,77.395,15.849,56.075,3.576,-999.0,-999.0,-999.0,3.027,3.576,b
100436,141.351,12.893,95.854,60.682,-999.0,-999.0,-999.0,2.452,2.707,s
100437,93.955,11.253,61.995,53.466,4.803,1132.752,-5.099,2.363,36.724,s
100438,236.325,66.47,194.587,16.125,-999.0,-999.0,-999.0,4.112,16.125,b
100439,80.3,33.429,59.616,4.08,-999.0,-999.0,-999.0,2.888,4.08,b
100440,468.597,34.151,323.777,51.71,-999.0,-999.0,-999.0,4.459,23.415,b
100441,-999.0,55.585,123.788,190.04,1.609,189.897,-0.581,3.627,35.557,b
100442,151.131,6.088,96.986,19.619,-999.0,-999.0,-999.0,3.069,26.776,s
100443,125.819,3.187,65.327,62.919,0.899,108.836,-0.088,2.556,31.911,s
100444,90.71,54.876,87.336,4.608,-999.0,-999.0,-999.0,2.719,4.608,b
100445,26.564,1.014,18.13,96.48,-999.0,-999.0,-999.0,0.478,0.278,b
100446,47.951,57.861,43.12,24.229,-999.0,-999.0,-999.0,1.451,24.229,b
100447,-999.0,131.295,62.487,39.784,2.209,223.241,1.194,1.556,126.204,b
100448,77.531,41.724,65.97,1.66,-999.0,-999.0,-999.0,2.765,1.66,b
100449,122.04,91.734,87.515,2.394,-999.0,-999.0,-999.0,2.985,2.394,b
100450,94.282,0.23,59.14,38.572,2.893,289.378,-2.069,2.638,0.409,b
100451,85.269,43.747,65.919,8.56,-999.0,-999.0,-999.0,2.824,8.56,b
100452,53.039,65.003,47.202,29.23,-999.0,-999.0,-999.0,1.59,29.23,b
100453,78.632,54.236,65.709,0.097,-999.0,-999.0,-999.0,2.528,0.097,b
100454,79.97,53.911,61.709,26.337,-999.0,-999.0,-999.0,2.885,26.337,b
100455,269.844,75.933,202.335,220.255,-999.0,-999.0,-999.0,2.457,20.24,s
100456,127.099,76.733,86.154,2.397,-999.0,-999.0,-999.0,2.803,2.397,b
100457,109.054,30.237,75.851,14.102,0.157,125.005,0.143,3.4,41.451,b
100458,80.352,26.939,44.743,63.653,-999.0,-999.0,-999.0,2.071,19.745,b
100459,102.205,74.86,51.841,67.358,-999.0,-999.0,-999.0,2.324,1.475,b
100460,122.341,35.077,94.097,40.978,-999.0,-999.0,-999.0,2.813,5.324,b
100461,77.28,33.15,43.825,88.507,-999.0,-999.0,-999.0,1.731,23.293,b
100462,129.824,7.611,59.337,530.303,1.956,365.265,-0.343,0.874,65.116,s
100463,115.762,105.593,69.584,14.325,4.638,381.16,-1.441,2.57,18.187,b
100464,109.401,43.995,68.045,57.415,-999.0,-999.0,-999.0,2.924,57.415,s
100465,98.879,2.993,56.247,112.519,3.911,327.733,-2.98,1.414,41.695,b
100466,-999.0,54.018,56.478,0.161,-999.0,-999.0,-999.0,2.366,0.161,b
100467,100.391,64.311,64.798,4.927,-999.0,-999.0,-999.0,2.876,4.927,b
100468,104.323,0.201,71.976,98.95,5.641,781.763,-7.533,1.624,1.916,s
100469,83.395,3.562,30.336,360.941,0.387,77.56,4.074,0.477,89.149,b
100470,164.731,36.945,118.364,0.448,-999.0,-999.0,-999.0,3.106,0.448,b
100471,126.064,57.824,80.321,2.553,-999.0,-999.0,-999.0,3.113,2.553,s
100472,116.693,13.511,72.433,45.93,-999.0,-999.0,-999.0,2.654,0.768,s
100473,91.209,19.619,66.723,32.95,-999.0,-999.0,-999.0,2.842,22.592,s
100474,91.049,13.225,59.579,42.626,-999.0,-999.0,-999.0,2.248,0.399,s
100475,89.091,18.724,48.779,84.062,0.098,120.451,6.755,2.043,66.488,b
100476,97.66,87.553,87.837,12.334,-999.0,-999.0,-999.0,2.645,12.334,b
100477,82.967,9.988,48.201,229.35,1.986,207.437,-0.875,0.779,22.144,b
100478,122.792,18.128,73.582,101.746,-999.0,-999.0,-999.0,2.867,3.976,s
100479,84.481,33.832,64.917,109.892,0.394,59.749,2.847,1.184,30.36,b
100480,358.767,165.686,235.025,139.143,-999.0,-999.0,-999.0,3.485,5.142,b
100481,115.671,21.078,82.26,35.79,-999.0,-999.0,-999.0,3.038,35.79,s
100482,115.704,13.165,78.014,68.57,1.958,120.769,-0.887,2.162,29.77,s
100483,118.477,41.405,86.997,42.149,-999.0,-999.0,-999.0,2.417,4.55,b
100484,123.131,45.893,88.912,38.077,-999.0,-999.0,-999.0,3.562,21.978,b
100485,173.696,86.898,145.969,74.676,-999.0,-999.0,-999.0,3.21,0.905,b
100486,-999.0,117.655,38.647,29.36,2.886,185.628,-0.859,0.983,3.625,b
100487,118.05,61.435,87.979,23.073,-999.0,-999.0,-999.0,3.091,23.073,b
100488,98.863,56.101,76.489,2.85,-999.0,-999.0,-999.0,2.664,2.85,b
100489,152.979,27.618,102.256,108.281,2.579,249.61,-1.426,2.196,3.089,s
100490,-999.0,71.131,71.305,2.151,-999.0,-999.0,-999.0,2.432,2.151,b
100491,76.789,37.824,59.34,0.998,-999.0,-999.0,-999.0,2.824,0.998,b
100492,143.092,87.3,104.911,22.36,-999.0,-999.0,-999.0,2.892,22.36,b
100493,128.613,72.11,80.537,1.306,-999.0,-999.0,-999.0,3.012,1.306,b
100494,-999.0,90.557,66.33,79.015,1.397,81.084,0.638,2.693,6.417,b
100495,154.513,16.939,94.13,61.315,-999.0,-999.0,-999.0,3.073,1.609,s
100496,87.387,3.056,57.771,21.171,-999.0,-999.0,-999.0,2.657,21.171,b
100497,125.772,8.932,91.623,67.414,-999.0,-999.0,-999.0,2.73,2.709,s
100498,-999.0,63.46,105.701,189.3,-999.0,-999.0,-999.0,2.522,53.998,s
100499,97.845,14.527,63.736,41.882,-999.0,-999.0,-999.0,2.623,1.51,b
100500,-999.0,64.299,64.676,22.679,-999.0,-999.0,-999.0,2.611,22.679,b
100501,124.701,42.173,102.003,112.609,-999.0,-999.0,-999.0,1.557,2.379,s
100502,149.395,8.89,79.939,90.141,4.799,828.216,-3.367,2.192,3.342,s
100503,63.034,53.61,57.091,0.843,-999.0,-999.0,-999.0,2.164,0.843,b
100504,90.855,1.229,54.685,57.012,-999.0,-999.0,-999.0,2.303,25.308,b
100505,206.289,29.836,117.003,117.871,-999.0,-999.0,-999.0,2.978,1.509,b
100506,118.803,80.433,91.45,31.979,0.161,118.135,6.134,2.362,9.492,s
100507,148.566,18.962,97.191,4.529,-999.0,-999.0,-999.0,2.993,4.529,s
100508,91.782,36.891,63.213,30.295,-999.0,-999.0,-999.0,2.596,1.449,s
100509,-999.0,95.525,94.563,41.223,-999.0,-999.0,-999.0,2.66,41.223,b
100510,115.556,31.575,77.39,30.578,-999.0,-999.0,-999.0,3.14,3.522,b
100511,132.296,66.987,94.47,36.961,-999.0,-999.0,-999.0,3.1,36.961,s
100512,128.154,0.827,91.976,292.073,3.684,905.919,-1.465,0.841,1.003,s
100513,-999.0,97.192,32.645,3.392,-999.0,-999.0,-999.0,1.128,3.392,b
100514,89.208,3.394,64.637,0.485,-999.0,-999.0,-999.0,3.091,0.485,s
100515,79.081,47.985,56.152,3.273,-999.0,-999.0,-999.0,2.793,33.25,b
100516,85.008,76.401,78.102,56.172,-999.0,-999.0,-999.0,1.592,20.668,b
100517,78.948,22.677,31.317,171.925,1.731,141.912,-0.702,0.949,25.957,b
100518,-999.0,95.48,86.185,1.32,-999.0,-999.0,-999.0,2.791,1.32,b
100519,86.866,26.045,59.48,9.216,-999.0,-999.0,-999.0,3.065,9.216,s
100520,113.737,20.771,79.45,6.412,-999.0,-999.0,-999.0,2.881,6.412,b
100521,155.931,66.435,100.541,34.834,-999.0,-999.0,-999.0,2.9,1.172,s
100522,96.243,3.348,68.457,33.585,-999.0,-999.0,-999.0,3.112,25.272,b
100523,169.291,56.349,100.552,126.636,2.57,506.454,-1.651,2.678,62.876,b
100524,114.541,48.669,82.548,66.412,2.168,264.524,0.505,3.139,16.3,b
100525,115.047,8.973,72.458,197.826,0.528,66.394,0.722,1.103,2.581,s
100526,89.193,69.409,64.932,0.469,-999.0,-999.0,-999.0,2.746,0.469,b
100527,116.556,73.402,88.967,0.512,-999.0,-999.0,-999.0,2.779,0.512,b
100528,106.906,19.938,67.926,121.073,-999.0,-999.0,-999.0,1.568,46.388,s
100529,148.049,1.123,85.104,33.339,-999.0,-999.0,-999.0,2.659,1.947,s
100530,143.178,56.378,114.29,0.774,-999.0,-999.0,-999.0,2.786,0.774,b
100531,80.219,20.985,38.829,132.677,4.107,724.183,-4.06,1.315,34.353,b
100532,110.566,9.62,83.2,28.3,-999.0,-999.0,-999.0,2.915,28.3,s
100533,82.586,11.726,56.114,10.215,-999.0,-999.0,-999.0,2.699,20.656,b
100534,152.169,16.196,72.081,136.242,0.97,116.245,2.134,1.814,3.573,s
100535,98.995,60.232,59.934,28.022,4.455,396.1,-4.842,2.905,29.544,b
100536,55.175,71.573,47.779,38.166,-999.0,-999.0,-999.0,1.208,9.21,b
100537,132.35,42.005,103.786,9.44,-999.0,-999.0,-999.0,2.889,9.44,s
100538,385.008,13.897,207.112,86.827,0.183,180.421,1.443,3.584,28.519,b
100539,130.703,94.664,100.896,127.72,0.385,93.407,1.526,1.589,48.541,s
100540,106.299,20.885,42.08,247.844,1.502,166.384,-0.069,0.918,57.824,b
100541,114.17,32.84,79.61,27.233,0.567,63.746,-0.079,3.061,2.094,s
100542,85.615,63.871,69.059,46.176,-999.0,-999.0,-999.0,1.629,34.423,b
100543,105.909,73.288,84.378,45.435,-999.0,-999.0,-999.0,2.283,1.462,b
100544,-999.0,74.838,235.103,1.385,-999.0,-999.0,-999.0,4.596,1.385,b
100545,131.516,46.504,89.693,8.039,-999.0,-999.0,-999.0,3.153,8.039,s
100546,182.61,134.54,83.476,44.353,-999.0,-999.0,-999.0,2.803,44.353,b
100547,141.102,103.585,96.205,12.203,-999.0,-999.0,-999.0,3.238,12.203,b
100548,-999.0,82.166,33.685,41.523,-999.0,-999.0,-999.0,1.164,2.638,b
100549,92.493,38.857,61.26,79.146,4.22,429.35,-0.099,1.875,38.973,b
100550,249.415,77.191,185.154,7.118,-999.0,-999.0,-999.0,3.325,7.118,b
100551,83.175,36.976,64.829,37.973,-999.0,-999.0,-999.0,1.933,3.074,b
100552,98.798,3.643,63.907,127.871,2.587,373.08,-1.541,1.593,43.092,b
100553,90.72,49.002,71.603,15.545,-999.0,-999.0,-999.0,2.63,15.545,b
100554,150.023,2.748,100.35,97.961,2.044,169.618,1.035,2.081,4.016,s
100555,128.772,52.425,97.917,3.666,-999.0,-999.0,-999.0,3.084,3.666,b
100556,91.484,25.321,68.108,8.296,-999.0,-999.0,-999.0,2.849,8.296,s
100557,110.545,9.719,59.16,119.551,4.371,528.013,-3.575,2.04,2.288,s
100558,83.887,52.577,51.319,28.101,-999.0,-999.0,-999.0,2.653,28.101,s
100559,81.533,47.12,57.87,4.589,-999.0,-999.0,-999.0,2.845,4.589,s
100560,100.888,40.878,72.581,41.829,-999.0,-999.0,-999.0,2.373,41.829,b
100561,88.127,78.938,78.003,25.836,-999.0,-999.0,-999.0,2.292,25.836,b
100562,68.904,24.889,50.865,37.028,-999.0,-999.0,-999.0,1.718,6.75,b
100563,312.798,46.487,209.789,48.611,-999.0,-999.0,-999.0,3.074,48.611,b
100564,116.248,41.421,87.443,25.074,-999.0,-999.0,-999.0,2.997,25.074,s
100565,-999.0,125.447,73.708,27.195,-999.0,-999.0,-999.0,2.745,27.195,b
100566,101.655,46.102,61.875,104.513,4.185,405.345,-0.846,1.826,4.916,s
100567,-999.0,65.757,43.645,46.393,-999.0,-999.0,-999.0,1.867,112.717,b
100568,88.455,16.083,49.71,80.728,2.632,214.006,0.19,2.229,35.728,b
100569,243.209,67.549,193.387,22.38,-999.0,-999.0,-999.0,2.903,22.38,b
100570,-999.0,67.711,46.455,1.308,-999.0,-999.0,-999.0,1.786,1.308,b
100571,176.055,9.201,120.388,224.198,2.439,761.108,-1.022,1.943,27.319,b
100572,161.698,29.291,120.46,6.724,-999.0,-999.0,-999.0,3.043,6.724,b
100573,95.876,11.75,60.087,155.905,1.624,227.975,2.321,1.33,73.848,b
100574,91.642,25.499,56.482,48.196,1.321,110.167,7.294,2.777,13.415,b
100575,133.001,3.648,85.51,32.936,2.102,189.314,0.084,2.706,31.308,b
100576,152.014,109.572,87.772,2.28,-999.0,-999.0,-999.0,2.818,2.28,b
100577,157.955,75.588,99.165,45.659,-999.0,-999.0,-999.0,3.103,45.659,b
100578,196.927,126.622,86.941,82.217,-999.0,-999.0,-999.0,3.239,29.598,s
100579,89.456,85.886,69.939,51.345,-999.0,-999.0,-999.0,3.025,51.345,s
100580,128.778,15.063,72.92,134.85,-999.0,-999.0,-999.0,1.9,2.191,s
100581,118.336,29.079,78.681,75.008,-999.0,-999.0,-999.0,2.104,1.274,s
100582,103.568,26.853,74.251,4.816,-999.0,-999.0,-999.0,3.06,4.816,b
100583,74.246,9.559,49.465,188.222,2.752,585.917,0.0,1.005,39.788,b
100584,82.817,6.328,51.659,233.925,0.543,87.206,1.434,0.789,2.179,b
100585,139.211,9.267,103.679,71.774,1.788,74.993,1.843,2.137,6.274,s
100586,100.566,8.437,67.427,2.702,-999.0,-999.0,-999.0,3.238,2.702,s
100587,83.499,0.815,54.38,69.285,-999.0,-999.0,-999.0,1.958,19.314,b
100588,107.137,72.262,77.01,4.052,-999.0,-999.0,-999.0,2.656,4.052,b
100589,119.511,33.373,93.013,1.295,-999.0,-999.0,-999.0,2.847,1.295,s
100590,113.36,34.392,80.076,15.702,-999.0,-999.0,-999.0,3.048,27.017,b
100591,187.644,71.607,106.15,104.361,1.631,98.174,-0.628,2.872,5.091,b
100592,102.308,78.28,72.854,60.378,-999.0,-999.0,-999.0,2.293,3.272,b
100593,87.624,57.073,73.982,57.117,-999.0,-999.0,-999.0,1.584,0.819,b
100594,77.004,25.548,54.088,109.739,-999.0,-999.0,-999.0,1.285,4.162,b
100595,83.055,17.527,56.732,137.462,6.474,1501.37,-9.9,1.174,58.567,b
100596,238.87,70.904,217.181,0.461,-999.0,-999.0,-999.0,3.923,0.461,b
100597,153.352,6.965,77.409,71.327,-999.0,-999.0,-999.0,2.575,28.567,s
100598,110.207,44.9,68.899,22.478,-999.0,-999.0,-999.0,2.963,22.478,b
100599,91.856,29.046,66.356,16.609,-999.0,-999.0,-999.0,2.661,53.584,b
100600,112.007,7.093,74.136,61.202,1.191,146.815,1.176,2.59,28.99,s
100601,112.911,61.332,73.178,26.355,0.589,97.359,-0.004,2.994,3.632,s
100602,37.295,46.75,32.62,19.448,-999.0,-999.0,-999.0,1.294,19.448,b
100603,128.927,87.509,99.447,29.939,-999.0,-999.0,-999.0,3.376,29.939,b
100604,-999.0,87.817,67.385,3.434,-999.0,-999.0,-999.0,1.956,3.434,b
100605,77.568,62.286,58.806,146.422,1.247,54.181,-0.293,1.002,80.498,b
100606,140.183,41.956,91.771,74.093,-999.0,-999.0,-999.0,2.874,44.974,s
100607,50.176,54.275,40.397,39.831,-999.0,-999.0,-999.0,1.369,1.942,b
100608,-999.0,82.707,30.551,44.023,-999.0,-999.0,-999.0,1.039,0.648,b
100609,-999.0,71.83,51.295,6.523,-999.0,-999.0,-999.0,1.889,6.523,b
100610,96.36,0.009,59.309,41.51,-999.0,-999.0,-999.0,2.342,0.273,b
100611,102.716,40.215,76.178,14.877,-999.0,-999.0,-999.0,2.87,14.877,b
100612,95.376,33.284,65.471,1.453,-999.0,-999.0,-999.0,3.051,1.453,b
100613,184.795,57.172,142.381,90.722,-999.0,-999.0,-999.0,2.929,56.614,b
100614,233.062,128.894,145.879,52.978,-999.0,-999.0,-999.0,3.253,21.851,b
100615,80.597,28.512,60.899,204.657,0.978,76.34,3.762,0.734,42.662,b
100616,-999.0,94.165,94.706,30.962,-999.0,-999.0,-999.0,2.263,29.034,b
100617,84.881,64.935,70.088,71.028,-999.0,-999.0,-999.0,1.649,30.95,b
100618,157.281,95.945,90.164,102.274,-999.0,-999.0,-999.0,2.022,20.556,s
100619,145.895,21.07,79.3,121.756,-999.0,-999.0,-999.0,2.364,7.938,s
100620,-999.0,75.7,44.489,19.973,-999.0,-999.0,-999.0,1.626,19.973,b
100621,110.436,4.02,79.425,3.385,-999.0,-999.0,-999.0,3.201,3.385,s
100622,120.242,66.795,70.661,55.973,4.073,283.256,-3.349,3.037,58.971,s
100623,-999.0,86.743,30.668,38.504,-999.0,-999.0,-999.0,1.273,2.479,b
100624,93.658,17.254,58.069,119.309,0.265,50.281,0.608,1.733,19.934,s
100625,-999.0,89.055,101.851,65.984,1.226,108.443,-0.362,3.2,9.666,b
100626,72.433,56.568,46.06,53.252,2.887,195.043,-1.93,1.92,0.242,b
100627,120.337,4.522,75.72,135.664,4.83,1096.557,-5.832,2.168,2.505,s
100628,148.989,87.404,112.987,27.235,-999.0,-999.0,-999.0,3.149,53.963,s
100629,89.148,18.163,57.288,54.824,0.693,194.257,1.665,2.539,7.416,b
100630,119.406,88.549,94.957,28.253,-999.0,-999.0,-999.0,2.307,67.26,b
100631,407.182,257.076,203.167,48.526,-999.0,-999.0,-999.0,2.914,8.376,b
100632,167.341,18.503,91.148,118.486,6.859,3022.293,-11.467,3.015,17.231,s
100633,98.532,12.267,63.469,46.816,-999.0,-999.0,-999.0,3.117,1.852,s
100634,151.521,8.064,92.741,110.315,2.588,281.439,2.427,2.544,41.078,s
