EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Label
100415,57.574,66.871,44.694,31.082,-999.0,-999.0,-999.0,1.868,31.082,56.356,1.616,-0.593,-999.0,21.545,-1.188,1.583,34.811,-0.803,-0.244,32.921,2.583,122.684,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100416,66.179,51.398,55.408,0.907,-999.0,-999.0,-999.0,2.338,0.907,59.108,1.27,-1.406,-999.0,26.042,1.846,0.845,33.066,2.347,-1.438,24.813,2.618,88.738,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100417,52.871,36.805,42.564,17.382,-999.0,-999.0,-999.0,1.979,17.382,51.603,1.519,-1.413,-999.0,20.485,-0.874,-1.655,31.118,-0.582,2.672,14.542,0.581,131.035,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100418,118.852,54.296,72.793,35.185,-999.0,-999.0,-999.0,3.257,20.213,97.154,0.811,0.462,-999.0,32.119,1.781,2.751,26.049,0.361,-0.18,28.435,2.82,165.907,1,38.986,-2.063,-1.032,-999.0,-999.0,-999.0,38.986,s
100419,135.244,63.894,97.088,86.587,-999.0,-999.0,-999.0,2.113,25.827,167.555,1.418,0.943,-999.0,39.952,0.924,-1.739,56.65,2.241,-0.088,31.747,-1.794,187.258,1,70.953,-0.521,2.35,-999.0,-999.0,-999.0,70.953,s
100420,118.486,17.884,83.066,57.327,-999.0,-999.0,-999.0,2.046,4.406,154.197,0.532,0.015,-999.0,62.232,0.714,-1.521,33.083,1.574,2.906,24.809,2.271,194.335,1,58.882,-0.251,0.596,-999.0,-999.0,-999.0,58.882,s
100421,123.411,76.28,80.629,99.035,-999.0,-999.0,-999.0,1.794,22.594,181.637,1.644,0.834,-999.0,37.064,-0.037,2.434,60.918,-0.99,-2.329,43.261,2.279,181.773,1,83.656,-2.678,0.053,-999.0,-999.0,-999.0,83.656,s
100422,123.479,46.409,84.669,246.724,2.27,466.064,-1.147,1.34,20.705,491.827,4.368,1.345,0.777,32.219,0.577,1.841,140.728,0.945,3.129,95.022,2.725,567.945,2,217.515,1.511,0.224,101.366,-0.759,-1.352,318.88,s
100423,90.031,41.927,41.931,378.767,2.799,858.454,-1.458,0.507,110.841,718.005,0.481,1.247,0.952,120.39,-0.32,-2.249,57.935,-0.397,-1.748,205.425,-2.134,777.698,3,229.22,-2.108,0.119,199.53,0.692,1.477,539.68,b
100424,74.996,47.691,65.012,1.616,-999.0,-999.0,-999.0,2.447,1.616,65.505,0.946,-1.414,-999.0,33.655,0.083,1.946,31.85,-0.645,-0.389,25.677,-2.361,52.344,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100425,-999.0,84.919,37.369,161.266,-999.0,-999.0,-999.0,0.932,10.744,232.766,1.773,0.029,-999.0,29.042,2.116,0.504,51.482,1.188,0.594,111.235,-0.598,389.622,1,152.242,0.388,3.056,-999.0,-999.0,-999.0,152.242,b
100426,127.452,43.625,96.352,2.502,-999.0,-999.0,-999.0,3.126,2.502,84.658,1.154,-1.406,-999.0,39.3,-1.399,2.817,45.358,-2.465,-0.121,11.722,-2.602,109.848,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100427,88.524,46.364,63.252,81.163,-999.0,-999.0,-999.0,2.018,19.58,150.687,2.816,1.409,-999.0,22.016,-1.716,1.518,61.999,-1.379,-2.776,30.158,2.375,153.137,1,66.672,-0.691,-0.079,-999.0,-999.0,-999.0,66.672,b
100428,122.372,34.119,51.59,116.989,2.806,416.397,-1.72,2.749,16.738,254.276,1.331,1.386,0.985,21.638,1.362,2.67,28.798,0.671,0.009,103.293,0.645,304.47,2,115.129,1.901,-1.781,88.711,-0.905,2.77,203.84,b
100429,78.025,16.874,36.462,208.097,1.953,526.065,-0.859,1.062,27.765,654.893,2.402,1.298,0.105,22.023,0.375,1.264,52.9,1.156,1.983,137.133,1.785,686.609,3,196.331,0.668,-2.212,182.836,-1.285,-0.412,579.97,b
100430,82.877,25.264,62.621,37.06,-999.0,-999.0,-999.0,2.322,29.661,115.476,2.264,-0.711,-999.0,22.322,0.177,1.703,50.541,-0.22,-0.584,3.18,2.389,169.142,1,42.613,0.836,2.294,-999.0,-999.0,-999.0,42.613,b
100431,124.682,1.135,79.44,43.331,-999.0,-999.0,-999.0,2.571,6.619,123.058,0.85,0.945,-999.0,40.343,0.612,1.892,34.302,1.635,-2.032,27.862,-1.995,235.605,1,48.412,-1.222,0.517,-999.0,-999.0,-999.0,48.412,b
100432,100.643,43.056,69.983,81.883,2.011,116.322,-0.868,1.918,2.013,182.221,0.509,1.151,0.002,59.829,1.993,-2.456,30.471,2.089,1.911,25.808,-2.621,192.236,2,55.686,0.627,0.679,36.236,-1.383,-0.383,91.922,b
100433,119.332,87.152,72.076,3.014,-999.0,-999.0,-999.0,2.743,3.014,76.654,2.352,-1.269,-999.0,22.868,-0.528,1.216,53.786,0.128,-2.405,35.741,0.516,122.259,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100434,-999.0,93.254,47.951,1.366,-999.0,-999.0,-999.0,1.523,44.029,114.507,1.569,-1.377,-999.0,27.615,-1.186,0.439,43.328,-0.989,-1.072,54.012,2.609,114.138,1,43.564,-2.576,-2.845,-999.0,-999.0,-999.0,43.564,b
100435,77.395,15.849,56.075,3.576,-999.0,-999.0,-999.0,3.027,3.576,52.644,1.111,-1.409,-999.0,24.941,-2.27,1.354,27.703,-1.518,-1.998,2.677,0.34,64.718,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100436,141.351,12.893,95.854,60.682,-999.0,-999.0,-999.0,2.452,2.707,159.105,1.033,1.284,-999.0,49.427,0.226,-0.419,51.051,0.587,-2.845,31.268,-2.52,229.7,1,58.628,2.411,1.041,-999.0,-999.0,-999.0,58.628,s
100437,93.955,11.253,61.995,53.466,4.803,1132.752,-5.099,2.363,36.724,307.809,1.464,0.315,0.611,27.067,1.341,-1.511,39.615,0.869,2.456,32.901,2.143,278.865,3,112.822,-3.219,0.041,91.733,1.584,-3.096,241.127,s
100438,236.325,66.47,194.587,16.125,-999.0,-999.0,-999.0,4.112,16.125,54.264,1.642,-1.393,-999.0,20.541,2.388,1.002,33.723,-1.637,1.844,33.737,-1.64,192.356,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100439,80.3,33.429,59.616,4.08,-999.0,-999.0,-999.0,2.888,4.08,60.493,1.29,-1.412,-999.0,26.417,-1.511,1.614,34.076,-1.619,-1.783,10.905,0.315,139.013,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100440,468.597,34.151,323.777,51.71,-999.0,-999.0,-999.0,4.459,23.415,146.274,0.615,1.412,-999.0,68.596,-1.54,3.135,42.22,1.996,0.419,25.552,1.512,173.714,1,35.457,-1.501,-1.383,-999.0,-999.0,-999.0,35.457,b
100441,-999.0,55.585,123.788,190.04,1.609,189.897,-0.581,3.627,35.557,347.89,4.253,-1.414,0.593,20.431,1.544,-2.759,86.896,-0.324,0.415,129.905,-0.115,343.551,3,143.97,1.063,2.736,56.839,-0.547,-2.442,240.563,b
100442,151.131,6.088,96.986,19.619,-999.0,-999.0,-999.0,3.069,26.776,136.752,0.767,1.365,-999.0,52.835,0.896,-0.486,40.503,0.263,2.517,27.57,2.335,243.913,1,43.413,1.44,-1.726,-999.0,-999.0,-999.0,43.413,s
100443,125.819,3.187,65.327,62.919,0.899,108.836,-0.088,2.556,31.911,176.473,0.824,1.107,0.57,35.648,0.036,-1.077,29.374,-0.674,1.379,55.241,1.3,249.729,2,77.329,0.112,-2.076,34.122,-0.787,0.376,111.451,s
100444,90.71,54.876,87.336,4.608,-999.0,-999.0,-999.0,2.719,4.608,69.942,0.838,-1.414,-999.0,38.049,-0.708,2.093,31.894,0.878,-1.982,33.364,0.017,71.907,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100445,26.564,1.014,18.13,96.48,-999.0,-999.0,-999.0,0.478,0.278,173.164,1.381,1.091,-999.0,32.183,0.478,2.372,44.456,0.765,1.989,21.334,2.022,209.234,1,96.525,2.036,-1.023,-999.0,-999.0,-999.0,96.525,b
100446,47.951,57.861,43.12,24.229,-999.0,-999.0,-999.0,1.451,24.229,57.324,1.007,-1.31,-999.0,28.569,0.708,1.755,28.755,1.919,2.556,29.495,-0.816,89.727,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100447,-999.0,131.295,62.487,39.784,2.209,223.241,1.194,1.556,126.204,262.471,2.157,-0.842,0.914,29.859,2.294,0.504,64.407,1.886,-0.997,67.286,1.995,138.219,2,128.401,2.658,2.107,39.805,0.449,-2.511,168.206,b
100448,77.531,41.724,65.97,1.66,-999.0,-999.0,-999.0,2.765,1.66,55.795,1.158,-1.409,-999.0,25.855,-0.905,-1.314,29.94,0.448,2.558,18.732,0.402,57.81,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100449,122.04,91.734,87.515,2.394,-999.0,-999.0,-999.0,2.985,2.394,84.562,2.307,-1.275,-999.0,25.574,0.102,0.945,58.988,-0.941,-2.542,35.943,0.424,91.119,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100450,94.282,0.23,59.14,38.572,2.893,289.378,-2.069,2.638,0.409,195.252,1.136,0.984,0.922,28.561,0.427,-1.173,32.435,0.261,1.46,28.559,1.467,168.621,2,85.731,1.295,-1.875,48.525,-1.598,1.399,134.256,b
100451,85.269,43.747,65.919,8.56,-999.0,-999.0,-999.0,2.824,8.56,62.075,1.689,-1.398,-999.0,23.086,0.825,-0.525,38.99,1.815,2.119,14.358,-1.805,207.381,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100452,53.039,65.003,47.202,29.23,-999.0,-999.0,-999.0,1.59,29.23,55.912,1.744,-0.454,-999.0,20.377,-1.828,0.647,35.535,-0.26,0.383,31.705,-2.254,111.175,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100453,78.632,54.236,65.709,0.097,-999.0,-999.0,-999.0,2.528,0.097,69.519,1.305,-1.402,-999.0,30.165,-1.5,2.074,39.354,-1.529,-1.681,22.754,0.588,34.581,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100454,79.97,53.911,61.709,26.337,-999.0,-999.0,-999.0,2.885,26.337,62.123,1.022,-1.414,-999.0,30.73,0.171,2.437,31.394,0.058,-0.964,34.282,0.965,205.596,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100455,269.844,75.933,202.335,220.255,-999.0,-999.0,-999.0,2.457,20.24,384.565,0.243,0.427,-999.0,145.368,1.085,-2.897,35.255,-1.071,-1.72,71.447,2.847,406.409,1,203.942,-0.608,0.17,-999.0,-999.0,-999.0,203.942,s
100456,127.099,76.733,86.154,2.397,-999.0,-999.0,-999.0,2.803,2.397,89.85,1.703,-1.351,-999.0,33.238,-1.781,0.411,56.612,-1.526,-3.081,26.783,-0.283,74.716,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100457,109.054,30.237,75.851,14.102,0.157,125.005,0.143,3.4,41.451,231.846,0.834,1.178,0.002,32.388,-0.888,0.396,27.017,0.582,-2.67,8.48,0.376,253.699,3,86.403,0.307,1.965,44.005,0.464,-1.292,172.441,b
100458,80.352,26.939,44.743,63.653,-999.0,-999.0,-999.0,2.071,19.745,99.933,1.096,1.41,-999.0,24.519,1.813,2.267,26.866,2.179,0.228,36.677,1.115,108.534,1,48.548,1.511,-1.772,-999.0,-999.0,-999.0,48.548,b
100459,102.205,74.86,51.841,67.358,-999.0,-999.0,-999.0,2.324,1.475,122.591,0.954,0.709,-999.0,28.798,1.313,-0.814,27.466,1.517,-3.128,57.043,-0.649,139.965,1,66.326,-0.723,2.182,-999.0,-999.0,-999.0,66.326,b
100460,122.341,35.077,94.097,40.978,-999.0,-999.0,-999.0,2.813,5.324,117.535,2.079,0.863,-999.0,24.112,0.39,-2.526,50.121,2.188,1.594,7.491,-2.426,153.978,1,43.302,1.121,-0.982,-999.0,-999.0,-999.0,43.302,b
100461,77.28,33.15,43.825,88.507,-999.0,-999.0,-999.0,1.731,23.293,124.822,1.753,1.414,-999.0,21.106,0.767,1.995,37.004,0.203,0.358,47.958,1.167,134.475,1,66.712,-0.548,-1.995,-999.0,-999.0,-999.0,66.712,b
100462,129.824,7.611,59.337,530.303,1.956,365.265,-0.343,0.874,65.116,692.079,3.939,0.918,0.117,33.62,-1.417,-2.833,132.434,-0.65,3.032,367.354,2.998,632.446,3,444.036,-0.195,-0.203,43.551,1.761,0.895,526.025,s
100463,115.762,105.593,69.584,14.325,4.638,381.16,-1.441,2.57,18.187,215.453,2.676,-1.021,0.961,21.62,-1.964,1.029,57.854,-2.447,-1.494,48.183,1.66,353.463,3,38.169,0.335,1.866,36.049,-4.303,-1.963,135.978,b
100464,109.401,43.995,68.045,57.415,-999.0,-999.0,-999.0,2.924,57.415,70.386,1.882,1.413,-999.0,24.42,-0.871,-0.395,45.966,-0.444,2.497,39.192,1.408,398.237,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100465,98.879,2.993,56.247,112.519,3.911,327.733,-2.98,1.414,41.695,217.067,0.567,1.071,0.649,57.387,0.229,-0.387,32.535,0.366,-1.794,53.181,-1.722,282.63,3,58.79,1.037,1.454,36.611,-2.874,2.955,127.144,b
100466,-999.0,54.018,56.478,0.161,-999.0,-999.0,-999.0,2.366,0.161,50.634,1.264,-1.405,-999.0,22.369,-0.172,1.904,28.265,-1.602,0.019,30.259,-2.335,34.377,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100467,100.391,64.311,64.798,4.927,-999.0,-999.0,-999.0,2.876,4.927,67.42,1.798,-1.268,-999.0,24.095,0.65,-2.454,43.325,0.335,0.972,23.981,-2.031,82.038,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100468,104.323,0.201,71.976,98.95,5.641,781.763,-7.533,1.624,1.916,195.89,1.149,1.005,0.993,45.324,0.898,0.864,52.063,0.419,2.415,34.926,2.41,182.343,2,64.784,-2.171,-1.114,33.719,3.469,-1.416,98.503,s
100469,83.395,3.562,30.336,360.941,0.387,77.56,4.074,0.477,89.149,572.425,0.374,0.877,0.0,103.812,-0.467,-1.017,38.813,-0.84,-1.313,222.338,-1.351,665.203,3,196.168,-1.834,2.016,117.174,-2.221,2.268,429.8,b
100470,164.731,36.945,118.364,0.448,-999.0,-999.0,-999.0,3.106,0.448,118.32,1.086,-1.413,-999.0,56.727,0.434,2.114,61.592,0.538,-1.065,5.733,1.707,126.302,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100471,126.064,57.824,80.321,2.553,-999.0,-999.0,-999.0,3.113,2.553,76.065,1.655,-1.325,-999.0,28.65,-1.782,1.06,47.415,-0.93,-2.229,17.694,0.792,55.205,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100472,116.693,13.511,72.433,45.93,-999.0,-999.0,-999.0,2.654,0.768,103.087,0.972,0.204,-999.0,29.367,1.292,-1.192,28.54,-0.326,2.988,34.185,2.552,123.146,1,45.18,-2.363,0.089,-999.0,-999.0,-999.0,45.18,s
100473,91.209,19.619,66.723,32.95,-999.0,-999.0,-999.0,2.842,22.592,113.731,2.125,-1.397,-999.0,23.025,-0.665,0.65,48.927,-0.456,-2.185,9.891,-3.109,199.725,1,41.779,0.93,0.36,-999.0,-999.0,-999.0,41.779,s
100474,91.049,13.225,59.579,42.626,-999.0,-999.0,-999.0,2.248,0.399,107.24,0.928,0.128,-999.0,33.547,-0.671,1.203,31.14,-0.208,-2.88,31.643,-2.455,143.311,1,42.554,2.413,-0.066,-999.0,-999.0,-999.0,42.554,s
100475,89.091,18.724,48.779,84.062,0.098,120.451,6.755,2.043,66.488,244.555,1.373,0.346,0.0,24.295,-0.527,0.352,33.366,-0.322,2.385,66.673,2.785,318.823,3,100.439,2.551,-0.949,50.504,2.648,-2.93,186.895,b
100476,97.66,87.553,87.837,12.334,-999.0,-999.0,-999.0,2.645,12.334,65.563,2.106,-1.178,-999.0,21.108,-0.342,1.688,44.454,1.73,-2.951,43.55,-0.011,175.385,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100477,82.967,9.988,48.201,229.35,1.986,207.437,-0.875,0.779,22.144,337.559,1.422,0.801,0.008,51.76,1.272,2.694,73.623,1.846,2.168,111.229,2.057,359.366,2,166.587,0.659,-0.953,45.588,-1.326,-0.56,212.175,b
100478,122.792,18.128,73.582,101.746,-999.0,-999.0,-999.0,2.867,3.976,186.193,2.449,1.35,-999.0,23.45,0.893,-1.879,57.437,0.576,1.554,66.25,1.849,272.432,1,105.306,-1.029,-1.346,-999.0,-999.0,-999.0,105.306,s
100479,84.481,33.832,64.917,109.892,0.394,59.749,2.847,1.184,30.36,223.913,1.159,1.023,0.0,53.93,0.488,1.197,62.529,0.621,2.374,15.355,1.219,301.743,2,71.887,1.502,-1.474,35.567,1.896,-0.389,107.454,b
100480,358.767,165.686,235.025,139.143,-999.0,-999.0,-999.0,3.485,5.142,283.998,0.777,0.458,-999.0,78.631,0.496,0.377,61.119,-1.768,-2.272,115.447,0.538,325.554,1,144.248,0.106,-2.844,-999.0,-999.0,-999.0,144.248,b
100481,115.671,21.078,82.26,35.79,-999.0,-999.0,-999.0,3.038,35.79,82.451,1.217,1.411,-999.0,37.196,-0.614,-1.065,45.255,-0.439,2.185,26.684,2.801,154.676,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,s
100482,115.704,13.165,78.014,68.57,1.958,120.769,-0.887,2.162,29.77,171.999,0.533,1.346,0.851,55.497,-1.618,1.333,29.556,-0.66,-3.012,21.346,2.741,281.475,2,52.544,-1.245,-2.104,34.402,0.712,-0.137,86.946,s
100483,118.477,41.405,86.997,42.149,-999.0,-999.0,-999.0,2.417,4.55,131.003,1.138,0.984,-999.0,40.432,1.068,-0.363,45.995,0.198,1.892,11.355,-0.375,133.222,1,44.577,-0.733,-2.414,-999.0,-999.0,-999.0,44.577,b
100484,123.131,45.893,88.912,38.077,-999.0,-999.0,-999.0,3.562,21.978,83.263,1.228,-1.41,-999.0,23.659,0.661,-0.828,29.045,-1.594,2.698,44.495,1.314,188.431,1,30.559,3.203,-2.214,-999.0,-999.0,-999.0,30.559,b
100485,173.696,86.898,145.969,74.676,-999.0,-999.0,-999.0,3.21,0.905,192.313,3.987,-1.41,-999.0,23.715,-2.322,-0.478,94.543,-0.266,1.987,35.673,-2.606,213.169,1,74.055,-0.469,-0.867,-999.0,-999.0,-999.0,74.055,b
100486,-999.0,117.655,38.647,29.36,2.886,185.628,-0.859,0.983,3.625,173.712,2.506,-1.062,0.204,24.925,1.365,0.341,62.461,0.713,1.077,55.429,-2.105,153.168,2,55.657,0.337,-2.419,30.669,-2.548,0.878,86.326,b
100487,118.05,61.435,87.979,23.073,-999.0,-999.0,-999.0,3.091,23.073,77.229,1.154,1.271,-999.0,35.85,-2.142,-0.69,41.378,-1.065,2.695,23.595,-0.814,148.733,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100488,98.863,56.101,76.489,2.85,-999.0,-999.0,-999.0,2.664,2.85,75.377,1.373,-1.4,-999.0,31.761,-0.668,-2.825,43.616,0.055,0.895,21.583,-1.413,151.434,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100489,152.979,27.618,102.256,108.281,2.579,249.61,-1.426,2.196,3.089,263.711,1.59,1.329,0.84,43.4,0.753,-1.408,69.019,0.051,0.672,47.71,0.186,371.289,2,109.85,0.802,2.865,41.442,-1.777,-1.678,151.291,s
100490,-999.0,71.131,71.305,2.151,-999.0,-999.0,-999.0,2.432,2.151,61.452,1.435,-1.383,-999.0,25.237,-0.903,2.446,36.214,-2.464,-1.973,38.893,0.519,95.133,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100491,76.789,37.824,59.34,0.998,-999.0,-999.0,-999.0,2.824,0.998,54.628,1.29,-1.402,-999.0,23.852,0.287,0.771,30.777,-0.689,-1.879,13.932,2.101,132.119,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100492,143.092,87.3,104.911,22.36,-999.0,-999.0,-999.0,2.892,22.36,103.741,2.293,-0.789,-999.0,31.503,1.044,-2.543,72.238,2.007,0.184,26.405,-2.891,76.42,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100493,128.613,72.11,80.537,1.306,-999.0,-999.0,-999.0,3.012,1.306,75.861,1.979,-1.355,-999.0,25.462,0.628,-1.327,50.399,1.653,2.124,26.497,-0.69,164.145,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,b
100494,-999.0,90.557,66.33,79.015,1.397,81.084,0.638,2.693,6.417,141.766,1.235,-0.273,0.0,21.491,-0.495,-2.103,26.544,1.449,-0.24,82.14,-2.888,164.798,2,55.947,-1.76,0.262,37.783,-0.363,1.129,93.73,b
100495,154.513,16.939,94.13,61.315,-999.0,-999.0,-999.0,3.073,1.609,126.472,1.454,-0.085,-999.0,26.626,-0.256,-2.877,38.72,1.69,1.028,45.523,0.622,134.878,1,61.127,-2.486,-2.132,-999.0,-999.0,-999.0,61.127,s
100496,87.387,3.056,57.771,21.171,-999.0,-999.0,-999.0,2.657,21.171,59.089,0.843,0.57,-999.0,32.053,-1.69,-1.804,27.036,-1.38,1.84,17.975,1.701,124.068,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100497,125.772,8.932,91.623,67.414,-999.0,-999.0,-999.0,2.73,2.709,158.453,2.514,1.254,-999.0,26.061,-0.738,-1.657,65.52,0.352,2.123,20.258,2.369,153.623,1,66.871,-3.1,-0.75,-999.0,-999.0,-999.0,66.871,s
100498,-999.0,63.46,105.701,189.3,-999.0,-999.0,-999.0,2.522,53.998,295.624,0.522,1.396,-999.0,76.807,0.393,1.5,40.076,0.42,-1.022,167.138,-0.226,428.718,1,178.741,1.248,2.879,-999.0,-999.0,-999.0,178.741,s
100499,97.845,14.527,63.736,41.882,-999.0,-999.0,-999.0,2.623,1.51,96.141,1.033,1.368,-999.0,27.375,-0.697,-0.239,28.29,-1.997,-2.516,19.782,-1.892,154.519,1,40.476,-0.779,1.523,-999.0,-999.0,-999.0,40.476,b
100500,-999.0,64.299,64.676,22.679,-999.0,-999.0,-999.0,2.611,22.679,66.775,1.01,-1.405,-999.0,33.224,-1.958,-1.587,33.551,-2.131,2.09,38.209,-0.14,75.256,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100501,124.701,42.173,102.003,112.609,-999.0,-999.0,-999.0,1.557,2.379,234.385,0.737,-0.104,-999.0,69.225,-0.423,-2.114,51.013,1.127,-2.26,10.522,1.736,229.652,1,114.146,-2.912,0.917,-999.0,-999.0,-999.0,114.146,s
100502,149.395,8.89,79.939,90.141,4.799,828.216,-3.367,2.192,3.342,241.2,0.707,1.174,0.491,53.387,0.384,-2.382,37.753,0.477,-0.191,65.601,-0.37,277.166,2,80.563,0.853,1.43,69.498,-3.945,-3.006,150.06,s
100503,63.034,53.61,57.091,0.843,-999.0,-999.0,-999.0,2.164,0.843,60.909,0.919,-1.414,-999.0,31.744,-1.575,3.007,29.165,-0.782,-1.262,32.879,0.83,119.017,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100504,90.855,1.229,54.685,57.012,-999.0,-999.0,-999.0,2.303,25.308,92.113,1.307,1.044,-999.0,26.149,0.933,1.496,34.174,0.824,-0.804,36.37,-0.77,147.617,1,31.79,3.238,2.759,-999.0,-999.0,-999.0,31.79,b
100505,206.289,29.836,117.003,117.871,-999.0,-999.0,-999.0,2.978,1.509,180.366,1.863,0.431,-999.0,22.115,-1.234,-1.873,41.194,1.529,-0.764,76.039,-0.225,241.918,1,117.057,0.821,2.552,-999.0,-999.0,-999.0,117.057,b
100506,118.803,80.433,91.45,31.979,0.161,118.135,6.134,2.362,9.492,209.811,1.303,-1.045,0.0,38.859,-0.723,2.672,50.645,0.329,-1.496,31.949,1.605,326.687,2,72.999,2.558,-0.765,47.307,2.398,2.046,120.307,s
100507,148.566,18.962,97.191,4.529,-999.0,-999.0,-999.0,2.993,4.529,92.948,0.487,-1.35,-999.0,62.498,-1.214,1.495,30.45,-2.204,-1.329,30.541,-1.961,92.542,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100508,91.782,36.891,63.213,30.295,-999.0,-999.0,-999.0,2.596,1.449,92.322,1.141,1.296,-999.0,28.45,-0.345,-0.453,32.45,0.516,1.997,13.888,-0.109,153.76,1,31.421,0.08,-2.571,-999.0,-999.0,-999.0,31.421,s
100509,-999.0,95.525,94.563,41.223,-999.0,-999.0,-999.0,2.66,41.223,96.835,1.241,-1.414,-999.0,43.212,0.67,0.894,53.623,0.991,-1.747,64.932,2.649,206.821,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100510,115.556,31.575,77.39,30.578,-999.0,-999.0,-999.0,3.14,3.522,107.843,0.574,1.414,-999.0,46.869,1.38,-1.437,26.903,2.227,1.586,13.68,-0.347,113.004,1,34.071,-0.736,2.242,-999.0,-999.0,-999.0,34.071,b
100511,132.296,66.987,94.47,36.961,-999.0,-999.0,-999.0,3.1,36.961,94.5,1.164,1.414,-999.0,43.668,-0.791,2.763,50.832,-0.642,-0.424,35.929,-2.225,163.739,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100512,128.154,0.827,91.976,292.073,3.684,905.919,-1.465,0.841,1.003,621.242,1.234,0.979,0.76,96.916,-0.313,1.349,119.574,0.423,0.943,81.049,0.934,539.799,2,348.624,-0.454,-2.051,56.129,3.23,1.196,404.752,s
100513,-999.0,97.192,32.645,3.392,-999.0,-999.0,-999.0,1.128,3.392,65.263,2.149,-1.3,-999.0,20.727,-0.692,0.19,44.535,-0.91,1.297,54.199,-2.14,69.884,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,b
100514,89.208,3.394,64.637,0.485,-999.0,-999.0,-999.0,3.091,0.485,64.519,0.757,-1.392,-999.0,36.714,1.632,-1.461,27.805,1.325,1.746,8.996,1.531,47.173,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,s
100515,79.081,47.985,56.152,3.273,-999.0,-999.0,-999.0,2.793,33.25,94.226,1.699,-1.333,-999.0,21.727,-1.638,0.308,36.905,-1.399,-2.475,15.94,0.961,101.636,1,35.594,-2.615,1.088,-999.0,-999.0,-999.0,35.594,b
100516,85.008,76.401,78.102,56.172,-999.0,-999.0,-999.0,1.592,20.668,135.974,1.088,-0.924,-999.0,47.458,-0.311,2.61,51.611,0.755,-2.491,43.069,-0.601,210.017,1,36.905,1.783,0.433,-999.0,-999.0,-999.0,36.905,b
